category,market_slug,event_slug,condition_id,title,resolution,status,open_time,close_time,settlement_ts,volume,keywords
Science and Technology,global-heat-increase-between-1pt22c-and-1pt24c-for-2024,global-heat-increase-2024,0x43905da101b102a1867fcb36b15b41b29282b568202f079152933e021cc2b8cf,Global heat increase between 1.22°C and 1.24°C for 2024?,No,closed,2024-08-28T20:33:06.236Z,2024-12-31T12:00:00Z,2025-01-10T19:37:21Z,9466873.29085309,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,iceland-volcanic-eruption-by-nov-30,iceland-volcanic-eruption-by-nov-30,0x5abbde9c0c4e0844438d66f9f94ad548f6bf591086f3de7ae124215a6c8e3429,Iceland volcanic eruption by Nov 30?,No,closed,2023-11-16T17:11:54.511Z,2023-11-30T00:00:00Z,2023-12-01T02:32:48Z,71412.14683700001,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,puffer-airdrop-by-june-30,airdrops-by-june-30,0xf08e5e3d226b604021d387f0587e0a005a3e88a32c63845f4d6d26b9d5c6dc68,Puffer airdrop by June 30?,No,closed,2024-02-21T17:11:32.356Z,2024-06-30T12:00:00Z,2024-07-01T07:54:46Z,70678.52342,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,100-bird-flu-cases-by-friday,100-bird-flu-cases-by-friday,0x9c1fcda245f399b5dc81675c650d93dfa0b1e61c393c0dd7c8df8d25fbdd7cab,100+ Bird Flu cases by Friday?,No,closed,2024-11-18T19:54:57.170034Z,2024-11-22T12:00:00Z,2024-11-23T07:05:27Z,69692.425676,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-google-or-nvidia-be-worth-more-on-march-1,will-google-or-nvidia-be-worth-more-on-march-1,0xfdf60d570f9026f1e74b88118d594d5d8375b3194cdd4ac413ed15f06d8f5117,Will Google or NVIDIA be worth more on March 1?,NVIDIA,closed,2024-02-14T22:26:15.901Z,2024-03-01T00:00:00Z,2024-03-02T03:16:43Z,69424.48397,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,openai-sora-public-release-in-2024,openai-sora-public-release-in-2024,0x68531bde45716aca08df2997af3a2b19d20e36c3eefb8dfc6c7211698ab6bbb2,OpenAI Sora public release in 2024?,Yes,closed,2024-12-05T23:02:30.442664Z,2024-12-31T12:00:00Z,2024-12-09T23:35:45Z,69354.759962,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-june-2024-have-a-temperature-increase-of-between-1pt09c-and-1pt15c,june-2024-temperature-increase-c,0xaa30423bb63967ac86033ff5920f06691e99acbea7b4aee24272c52a127e7b9b,Will June 2024 have a temperature increase of between 1.09°C and 1.15°C?,No,closed,,2024-07-01T12:00:00Z,2024-07-10T18:57:01Z,67838.334868,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-may-2024-show-an-increase-between-1pt10c-1pt16c,may-2024-temperature-increase-c,0x83b1793216ee7bdb19b4650afbd0a44e53ea6e2784aaaa2d24593943c9b57267,Will May 2024 show an increase between 1.10°C-1.16°C,Yes,closed,,2024-06-01T12:00:00Z,2024-06-11T19:40:46Z,67420.697687,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-there-be-less-than-11-named-storms-during-atlantic-hurricane-season,number-of-named-storms-during-atlantic-hurricane-season,0xf7a32ad3e848553228c259c88877bcc1490310b78293b6424c742bd1e2ee4ded,Will there be less than 11 named storms during Atlantic Hurricane Season?,No,closed,2024-09-17T21:20:16.167Z,2024-12-01T12:00:00Z,2024-09-30T17:54:27Z,67205.838813,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-2024-have-the-hottest-april-on-record,will-2024-have-the-hottest-april-on-record,0xf57940e4ae65cf49cd3aa3618ab227404843ed529996f506788bbd6613b2f307,Will 2024 have the hottest April on record?,Yes,closed,2024-04-04T20:52:44.685Z,2024-04-30T12:00:00Z,2024-05-10T18:36:24Z,65747.043833,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,rainbow-airdrop-by-june-30,airdrops-by-june-30,0x029d7c8765353d7551ab732b1eb98fc61bcc23badec427377268f4755fc01c1e,Rainbow airdrop by June 30?,No,closed,2024-02-14T21:38:00Z,2024-06-28T12:00:00Z,2024-07-01T07:05:56Z,64058.712563,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-april-2024-show-an-increase-between-1pt14c-1pt19c,how-hot-will-april-2024-be,0x0b566f7c936578ed6bccdeacf85919ae01d6e4186081a53b895dd70d95522867,Will April 2024 show an increase between 1.14°C-1.19°C?,No,closed,2024-04-11T00:17:56.693Z,2024-05-01T12:00:00Z,2024-05-10T19:19:52Z,63628.972921,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,spacex-6th-starship-launch-reaches-space,spacex-6th-starship-launch-reaches-space,0xa8dff721f77d0acbe41dd8111ff85a98ee759bd5341d5e280e9e41506c73457d,SpaceX 6th Starship launch reaches space?,Yes,closed,2024-11-18T15:18:44.766107Z,2024-11-19T12:00:00Z,2024-11-20T00:25:23Z,63448.338985,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,will-solana-network-go-down-again-in-february,will-solana-network-go-down-again-in-february,0x72568c01fd63f71827003d0c2af7de145607dfe49b224584199c9f8dc43e5c9f,Will Solana Network go down again in February?,No,closed,2024-02-06T17:54:40.695Z,2024-02-29T00:00:00Z,2024-03-01T07:18:12Z,63446.807327999995,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,megaquake-in-november,megaquake-in-november,0xa8c2c11505b78c289e2603ebc3b46ebb736a73302313da4dc042a3e3db38a9f6,Megaquake in November?,No,closed,2024-11-06T16:29:18.319979Z,2024-11-30T12:00:00Z,2024-12-01T07:24:59Z,63269.52971,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,stranded-astronauts-depart-on-boeing-starliner-by-aug-15,stranded-astronauts-depart-on-boeing-starliner-by-aug-15,0x17117abf359487f1f6851e4e8319377145d481dbe3a27d08745361bb8f964fe3,Will stranded astronauts leave the ISS by August 15? ,No,closed,2024-08-02T21:14:51.421Z,2024-08-15T12:00:00Z,2024-08-16T06:09:09Z,61207.985161,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
Science and Technology,robotaxi-launch-delayed,robotaxi-launch-delayed,0x60752c2a562d7faff00a82238520a13a9a5a5ee2927afd397d224dc54361afd6,Tesla Robotaxi unveiling delayed?,Yes,closed,2024-04-08T19:43:08.289Z,2024-08-08T12:00:00Z,2024-07-24T01:22:14Z,61019.496225,ai; artificial intelligence; nasa; space; launch; research; discovery; gaming; technology; science
